"row" "hierarchical.median.lambda" "hierarchical.mean.lambda" "hierarchical.sd.lambda"
"1" 1.013 1.06053459183673 0.334989288805398
"2" 1.422 1.48455991836735 0.438681396821802
"3" 1.146 1.21485020408163 0.406617632092203
"4" 2.08549994006233 2.24410987755102 0.852360446248553
"5" 1.079 1.12188820408163 0.355504207460884
"6" 0.969899979379317 1.01336771428571 0.330504366616852
"7" 0.735599993202828 0.766712612244898 0.277289515133944
"8" 0.702899992886613 0.719447428571429 0.203753846162484
"9" 0.848599994107943 0.868923346938775 0.245391972420485
"10" 1.261 1.32608075510204 0.413615951812839
"11" 1.441 1.50337567346939 0.456172622249643
"12" 1.247 1.32315408163265 0.434602335356824
"13" 1.021 1.0469223877551 0.285333357098695
"14" 0.802849998443047 0.848676387755102 0.34248219983993
"15" 1.13 1.18376334693878 0.377747512408304
"16" 0.935949998664459 0.961486510204082 0.25369839971837
"17" 0.675699992600266 0.698686653061224 0.228344990275721
"18" 0.743549998318876 0.76441487755102 0.249524431173554
"19" 0.7995 0.822745326530612 0.244939302945796
"20" 0.908649998624333 0.940523428571429 0.274310977453659
"21" 0.808949961369676 0.845820624489796 0.310940914299162
"22" 0.903099994463515 0.970970367346939 0.416086969692264
"23" 1.01349987666501 1.05292310204082 0.314492535273532
"24" 1.18949989491382 1.23815055102041 0.343332933715736
"25" 1.505 1.55772463265306 0.418680040041481
"26" 1.235 1.28970863265306 0.404649159922535
"27" 0.76419999345721 0.787621979591837 0.264500625030487
"28" 0.930799994628277 0.958960714285714 0.284090547554002
"29" 1.352 1.44171969387755 0.558721130387098
"30" 0.793649985824986 0.815962857142857 0.251628273413821
"31" 1.112 1.17500812244898 0.37722762910392
"32" 0.7182 0.737777653061224 0.236090044786729
"33" 1.442 1.53234687755102 0.524723508911789
"34" 0.858949998544735 0.885495244897959 0.272727885853703
"35" 1.425 1.48779718367347 0.419443772695432
"36" 1.403 1.47039228571429 0.454824074499487
"37" 0.76839994143675 0.792762040816327 0.248607214799523
"38" 1.297 1.38346232653061 0.51438325522202
"39" 0.846449998523244 0.86833006122449 0.242768294145195
"40" 1.048 1.09077614285714 0.301277020014054
"41" 1.041 1.08284844897959 0.324566705883895
"42" 0.825149962128097 0.847687673469388 0.254159570815914
"43" 0.685449998176381 0.717145551020408 0.273726217319371
"44" 1.497 1.61109010204082 0.608966887317314
"45" 0.8391 0.872403632653061 0.304300895399395
"46" 1.752 1.85254746938776 0.646410109894039
"47" 1.061 1.10956483673469 0.368960807455931
"48" 1.203 1.25860553061225 0.37034454695858
"49" 0.7839 0.809203673469388 0.265035670545182
"50" 0.6601 0.684745285714286 0.216335634089895
"51" 0.6613 0.697120653061225 0.269566244120741
"52" 0.830699975923919 0.880088571428571 0.348146745220158
"53" 1.014 1.08337040816327 0.421928610457689
"54" 0.9329 0.955443224489796 0.26444222559319
"55" 0.885699949192727 0.911513020408163 0.259073190157923
"56" 1.301 1.38587975510204 0.500590538561963
"57" 0.779499993585632 0.814164 0.309981058047347
"58" 0.921949998644178 0.96292587755102 0.329754659404232
"59" 0.767549998371442 0.789510326530612 0.239387287299412
"60" 1.464 1.54241379591837 0.510157351570453
"61" 0.630849998018546 0.653951528571429 0.227969157849765
"62" 0.862699994204242 0.885948469387755 0.248026247227675
"63" 0.831099993983877 0.849280734693878 0.247975625642335
"64" 0.748349998329659 0.778440285714286 0.274371162360716
"65" 0.871949998566432 0.89648412244898 0.263741007864493
"66" 0.898949998609489 0.931395020408163 0.31259667524048
"67" 1.101 1.14470142857143 0.325243038095134
"68" 0.856749998540998 0.880949081632653 0.235325021702164
"69" 1.256 1.31899646938776 0.395318027212387
"70" 0.720549998265214 0.7538692 0.273179947953138
"71" 0.9653 0.988092755102041 0.273807535979372
"72" 1.243 1.28835079591837 0.349923964956163
"73" 1.135 1.16784932653061 0.307597800632623
"74" 1.318 1.38743918367347 0.438320226932755
"75" 0.6954 0.713110653061224 0.223932052544401
"76" 0.712749998246229 0.74982287755102 0.288464410715294
"77" 0.948199994726851 0.981207795918367 0.329167823134862
"78" 1.15 1.19689234693878 0.330907662675238
"79" 1.417 1.50518018367347 0.526056739082774
"80" 0.830449998494792 0.854389285714286 0.240905941531835
"81" 0.864749998554496 0.903606 0.333143285736196
"82" 1.2 1.26325218367347 0.422649237341557
"83" 1.042 1.10085975510204 0.397216616908014
"84" 0.7894 0.815472836734694 0.277546534238869
"85" 0.708949998236829 0.725985428571429 0.201494214054722
"86" 0.948749998682477 0.992784653061225 0.3306852793697
"87" 0.838149962715504 0.876854816326531 0.335276841107409
"88" 1.315 1.37511030612245 0.421884052850676
