"row" "hierarchical.median.lambda" "hierarchical.mean.lambda" "hierarchical.sd.lambda"
"1" 0.5267 0.55576333877551 0.219590576282024
"2" 0.8029 0.883991204081633 0.420133932754187
"3" 1.702 1.80143695918367 0.64104188218285
"4" 0.944649998676759 0.986999959183673 0.325976856180712
"5" 0.5362 0.58554207755102 0.270411374771717
"6" 0.62849999204455 0.663698387755102 0.248059623055794
"7" 0.803549998444403 0.889103816326531 0.452636872864996
"8" 1.81949993129981 1.925807 0.699693347168188
"9" 0.543649997700727 0.597889144897959 0.333959887406243
"10" 1.6304999233364 1.7340787755102 0.625730028977063
"11" 0.920899994570529 0.966290183673469 0.321176006564723
"12" 2.36349994711233 2.48608544897959 0.800312070002837
"13" 0.839549998511107 0.873123612244898 0.297167156299329
"14" 1.2214998976668 1.29329616326531 0.520582782289761
"15" 0.502199990043807 0.532665179591837 0.207981185634034
"16" 1.55849991979467 1.66972442857143 0.653736247724787
"17" 2.58949995172813 2.79785973469388 1.07428831455123
"18" 0.5996 0.643916318367347 0.273320045466638
"19" 0.57224999781564 0.610192942857143 0.257297419456202
"20" 0.6194 0.664308344897959 0.283324712795846
"21" 0.494749997473471 0.539538042857143 0.26370481138107
"22" 0.440049997159414 0.476747955102041 0.225169702981429
"23" 0.8283 0.87207506122449 0.338354951392407
"24" 0.74869997328703 0.90151022244898 0.632525477225532
"25" 0.699349998212626 0.736083020408163 0.279352602886745
"26" 0.626899992024246 0.673252663265306 0.287958405769418
"27" 1.136 1.21476350816327 0.478703139956193
"28" 0.825349998485491 0.919422240816327 0.497115452269591
"29" 1.427 1.54034263265306 0.648290256708411
"30" 3.19249996084573 3.57568993877551 1.8072926500074
"31" 0.558949997763664 0.598244504081633 0.262494561251016
"32" 0.5412 0.591087902040816 0.291902441851618
"33" 1.037 1.13973281632653 0.547019024348524
"34" 0.516249997578692 0.541286814285714 0.194413633646345
"35" 0.4245 0.493306208163265 0.31270086123504
"36" 1.37 1.53616436734694 0.774836651197986
"37" 1.671 1.7111053877551 0.49288372294001
"38" 0.557549979822437 0.592326912244898 0.246919685582138
"39" 1.26949990153603 1.37341606122449 0.569112553249507
"40" 1.204 1.29140475510204 0.493952004299384
"41" 1.795 1.88639591836735 0.633659921620654
"42" 0.453299955879107 0.53491102244898 0.351990100576904
"43" 1.294 1.38518285714286 0.540127367264363
"44" 1.131 1.18735510204082 0.386772489619893
"45" 0.720799993063263 0.808995781632653 0.447387359513841
"46" 1.24649989971921 1.33601226530612 0.520639081033198
"47" 1.135 1.21239920408163 0.465437752555328
"48" 0.872699948435887 0.921079102040816 0.325694499069037
"49" 0.754249985084521 0.795186579591837 0.283830260311544
"50" 0.598049997909874 0.639513726530612 0.274267282702854
"51" 0.831199993984601 0.887366816326531 0.341190997566823
"52" 0.6439 0.680114104081633 0.275431986912426
"53" 0.55099999092559 0.593632179591837 0.254405533148104
"54" 0.535949997667693 0.566367651020408 0.239226607445988
"55" 0.574949997825898 0.605500651020408 0.239890651357447
"56" 1.589 1.70555416326531 0.731900621907131
"57" 1.089 1.15061053061224 0.40317562601509
"58" 0.700449983938896 0.74621193877551 0.34286208599365
"59" 0.696549998205441 0.738842530612245 0.301224398846143
"60" 2.416 2.58994342857143 0.996005328261332
"61" 1.071 1.1716992244898 0.527082754592894
"62" 1.783 1.9003152244898 0.699643648321421
"63" 0.643649998057951 0.705697004081633 0.361516611724115
"64" 0.611999869281032 0.672440051020408 0.334464680810383
"65" 1.537 1.66392130612245 0.802525634065631
"66" 1.117 1.1606486122449 0.346344299892884
"67" 1.14949989125706 1.18636042857143 0.3530746673872
"68" 0.5748 0.622950820408163 0.2934349628364
"69" 0.6231 0.662734624489796 0.278834409394065
"70" 1.21149989682212 1.32971108163265 0.596711760310187
"71" 0.443 0.47767427755102 0.214241342743999
"72" 0.586049997867076 0.64093073877551 0.324370516282632
"73" 1.053 1.10248295918367 0.353560004509202
"74" 0.652649998084731 0.700551883673469 0.325939685537415
"75" 1.36149990818949 1.44791402040816 0.539350494944216
"76" 1.11149988753936 1.30141014285714 0.801905268506372
"77" 0.469499989350373 0.507795059183674 0.236434226785482
"78" 0.721599993070953 0.763170230612245 0.29182413623337
"79" 0.493899989876493 0.525288255102041 0.226311475655356
"80" 0.864449998553994 0.900198673469388 0.296552342866964
"81" 0.4398 0.509551244897959 0.323464366088962
"82" 0.289049995675489 0.314358697959184 0.150603644106595
"83" 1.04449988032551 1.24040134693878 0.815460375793168
"84" 0.661749982999622 0.693751734693878 0.237625682534637
"85" 0.73284999829433 0.768818836734694 0.270737417511767
"86" 0.3471 0.382225383673469 0.188812539134213
"87" 0.583849997859039 0.640779551020408 0.320354565253236
"88" 0.48194999740637 0.539042955102041 0.299194823724853
