"row" "hierarchical.median.lambda" "hierarchical.mean.lambda" "hierarchical.sd.lambda"
"1" 1.15 1.25271844897959 0.53856780207753
"2" 1.341 1.43338755102041 0.519733966123124
"3" 1.474 1.5809863877551 0.607199729795779
"4" 0.814799975454099 0.853465612244898 0.290962969312695
"5" 1.004 1.05557857142857 0.384734602981819
"6" 0.747199993308351 0.784649387755102 0.297296031405534
"7" 0.714899993006015 0.765011563265306 0.32774428421058
"8" 1.517 1.60817506122449 0.547147586364072
"9" 0.993249998741505 1.04008106122449 0.345489100593344
"10" 1.82 1.94183714285714 0.71000715010674
"11" 1.039 1.09216524489796 0.365147586636941
"12" 1.332 1.42800436734694 0.515652990720955
"13" 0.939749998669859 0.988780871428571 0.360901621398721
"14" 0.836199994020569 0.892390306122449 0.388892062945062
"15" 0.984699994922311 1.04751263265306 0.382991292733747
"16" 0.890699994386438 0.929721775510204 0.285428091692032
"17" 0.6461 0.681300781632653 0.258349444815818
"18" 0.7487 0.790306897959184 0.286344984254171
"19" 0.8375 0.869046632653061 0.293818732367747
"20" 0.9962 1.05270361020408 0.392875143536344
"21" 0.856399994161607 0.935722163265306 0.452977477200132
"22" 0.853549998535528 0.908691 0.345365927303509
"23" 1.029 1.08030073469388 0.369434249421066
"24" 1.051 1.1283406122449 0.441616553182206
"25" 1.201 1.26005520408163 0.397142074126756
"26" 1.389 1.46919436734694 0.533301073832594
"27" 1.089 1.14695624489796 0.395107745855027
"28" 1.103 1.14514057142857 0.371181925727827
"29" 0.9438 0.988576224489796 0.335528408339211
"30" 0.9917 1.03418642857143 0.339726843789239
"31" 1.127 1.18703632653061 0.409035697323362
"32" 0.587299991486464 0.624701518367347 0.248409513307593
"33" 1.758 1.91632912244898 0.796871689372369
"34" 0.6745 0.710282836734694 0.264323408304493
"35" 0.657749998099582 0.686948969387755 0.23565295408891
"36" 1.043 1.10260816326531 0.392892519670919
"37" 0.856 0.891468326530612 0.277246499635929
"38" 0.605399991740998 0.657841187755102 0.315004885772589
"39" 0.615549981723661 0.666748183673469 0.289856285001825
"40" 0.7734 0.815384940816327 0.321225851073055
"41" 1.291 1.35476951020408 0.471508703216153
"42" 1.174 1.23960879591837 0.44888838710366
"43" 0.6441 0.705045551020408 0.328375624963579
"44" 1.29349990336297 1.39646771428571 0.595145148531392
"45" 1.114 1.22474634693878 0.589248101107704
"46" 1.737 1.89586132653061 0.812389484291156
"47" 1.405 1.49650610204082 0.529130305796076
"48" 2.579 2.92400585714286 1.43228427080477
"49" 0.621449997988575 0.646920020408163 0.243145050208944
"50" 0.565299991155139 0.599864026530612 0.245956173527223
"51" 0.828349998490976 0.87112506122449 0.338652911182518
"52" 0.86904998705483 0.921139673469388 0.375829973307056
"53" 0.949399994733516 1.03800389795918 0.50102310508606
"54" 0.885499949181252 0.91936112244898 0.273119227787102
"55" 0.9549 0.990656632653061 0.319187519789277
"56" 0.905349998619319 0.961664408163265 0.38645362304737
"57" 0.653949998088539 0.700998573469388 0.300093433421657
"58" 1.285 1.34097006122449 0.399216904307202
"59" 0.697649998208271 0.731649020408163 0.262200565435423
"60" 1.228 1.2956852244898 0.452269416242567
"61" 0.811999944581279 0.848486959183673 0.280031499750582
"62" 1.56 1.64434197959184 0.536006319375101
"63" 0.712149984202766 0.737535081632653 0.243971632834595
"64" 0.7277 0.818308255102041 0.443173989070209
"65" 1.32749990583804 1.41234306122449 0.505067637566353
"66" 0.93494999866303 0.993242653061225 0.389582897719931
"67" 2.43049994857025 2.58207130612245 0.908348950856933
"68" 0.8397 0.873920510204082 0.284762142700958
"69" 1.22849989824989 1.28313993877551 0.431150557575198
"70" 0.718249998259659 0.785124346938776 0.375853869317474
"71" 0.814099975432993 0.852571655102041 0.297932948346445
"72" 1.458 1.54009736734694 0.53389807718994
"73" 0.840249998512347 0.933224734693878 0.485784004891559
"74" 1.6974999263623 1.78637551020408 0.592311107154809
"75" 1.074 1.13640720408163 0.412958162737343
"76" 1.085 1.15419969387755 0.465109383743878
"77" 0.904149998617486 0.958728836734694 0.371038184109442
"78" 1.624 1.71396967346939 0.572135927194105
"79" 1.307 1.419711 0.568532610854866
"80" 1.05349988134788 1.10568381632653 0.362206309109284
"81" 0.791849998421418 0.873378881632653 0.43743371503837
"82" 1.277 1.3437912244898 0.437445949827804
"83" 0.843899994075127 0.908512 0.394498408312291
"84" 1.19949989578991 1.24650204081633 0.369031688049922
"85" 0.861599994196843 0.903084346938775 0.335305848552888
"86" 1.382 1.44683746938776 0.441568550830782
"87" 0.858649998544226 0.92519887755102 0.396945033377586
"88" 1.088 1.163171 0.479255628356634
